"Gene","GSM6845651","GSM6845652","GSM6845653","GSM6845654"
"Med6",81,78,64,104
"Med7",162,170,173,232
"Med8",159,153,119,136
"Med9",230,241,241,233
"Medag",112,118,116,146
"Mef2a",1278,1410,1465,1634
"Mef2b",0,2,3,0
"Mef2c",573,616,580,632
"Mef2d",1166,959,898,1203
"Mefv",0,0,0,0
"Megf10",720,929,1057,803
"Megf11",1525,1344,1517,1878
"Megf6",22,17,15,16
"Megf8",1877,1485,1423,1588
"Megf9",1598,1863,1897,1972
"Mei1",0,1,2,0
"Mei4",6,15,12,16
"Meig1",3,4,7,4
"Meiob",1,0,1,2
"Meioc",15,9,21,24
"Meis1",668,602,585,820
"Meis2",282,386,167,134
"Meis3",68,52,45,77
"Melk",0,1,0,0
"Meltf",11,3,6,14
"Memo1",107,139,142,163
"Men1",421,358,309,438
"Meox1",6,5,5,4
"Meox2",0,1,0,2
"Mepce",587,486,477,508
"Mertk",118,111,204,194
"Mesd",435,447,384,451
"Mesp2",0,1,0,0
"Mest",152,178,154,175
"Met",9,6,10,5
"Metap1",235,245,235,289
"Metap1d",180,199,166,287
"Metap2",521,513,535,641
"Methig1",1,0,0,2
"Metrn",1500,1780,2237,1813
"Metrnl",34,37,27,17
"Mettl1",57,47,45,57
"Mettl11b",2,5,0,1
"Mettl14",402,340,351,406
"Mettl15",26,38,26,46
"Mettl16",684,677,620,755
"Mettl17",135,130,128,220
"Mettl18",69,57,70,79
"Mettl2",115,108,99,141
"Mettl21a",107,121,126,113
"Mettl21c",31,28,20,48
"Mettl21e",0,0,0,1
"Mettl22",59,68,61,73
"Mettl23",88,75,65,84
"Mettl24",5,6,7,2
"Mettl25",66,56,70,69
"Mettl26",195,165,137,189
"Mettl27",33,28,22,17
"Mettl3",216,176,161,251
"Mettl4",239,339,331,372
"Mettl5",88,72,74,101
"Mettl6",339,246,235,321
"Mettl7a1",355,333,270,332
"Mettl7a3",0,0,1,2
"Mettl7b",2,2,0,1
"Mettl8",65,77,54,90
"Mettl9",320,326,297,302
"Mex3a",104,78,57,87
"Mex3b",132,132,93,142
"Mex3c",377,493,476,487
"Mex3d",223,151,143,168
"Mfap1a",265,227,248,288
"Mfap1b",184,169,173,234
"Mfap2",24,24,33,30
"Mfap3",349,353,323,406
"Mfap3l",751,812,848,890
"Mfap4",10,9,5,8
"Mfap5",1,3,1,1
"Mff",809,903,855,1141
"Mfge8",256,266,262,216
"Mfhas1",1205,1056,1193,1284
"Mfn1",646,672,672,680
"Mfn2",1193,1268,1143,1240
"Mfng",7,9,8,13
"Mfrp",105,77,28,39
"Mfsd1",96,115,115,114
"Mfsd10",93,92,65,112
"Mfsd11",163,176,145,191
"Mfsd12",370,293,258,336
"Mfsd13a",76,55,61,86
"Mfsd13b",3,3,0,0
"Mfsd14a",288,350,310,397
"Mfsd14b",359,376,372,432
"Mfsd2a",32,32,20,39
"Mfsd2b",31,27,27,40
"Mfsd3",27,29,23,33
"Mfsd4a",438,440,435,535
"Mfsd4b1",9,14,11,18
"Mfsd4b4",59,67,56,64
"Mfsd4b5",3,1,2,0
"Mfsd5",166,153,126,201
"Mfsd6",1309,1319,1055,1446
"Mfsd6l",0,1,2,0
"Mfsd7a",12,26,15,16
"Mfsd8",95,100,111,120
"Mfsd9",7,13,9,8
"Mga",2305,2359,2253,2663
"Mgam",1,0,0,1
"Mgam2-ps",0,0,0,0
"Mgarp",8,4,1,3
"Mgat1",387,338,305,354
"Mgat2",356,336,323,333
"Mgat3",2508,2271,2164,2459
"Mgat4a",650,592,522,681
"Mgat4b",315,273,285,388
"Mgat4c",65,108,67,55
"Mgat4e",0,1,0,1
"Mgat5",1447,1382,1460,1419
"Mgat5b",105,116,99,107
"Mgl2",9,11,14,14
"Mgll",734,532,506,804
"Mgme1",85,98,83,93
"Mgmt",10,22,11,15
"Mgp",61,94,99,55
"Mgrn1",578,477,448,581
"Mgst1",40,70,61,51
"Mgst2",2,3,2,3
"Mgst3",54,74,37,77
"Mia",10,15,5,5
"Mia2",188,167,149,239
"Mia3",2346,1911,1835,2295
"Mib1",1685,1947,2167,1925
"Mib2",1138,1030,1044,1172
"Mical1",67,70,56,52
"Mical2",909,739,745,1076
"Mical3",1861,1493,1424,2052
"Micall1",394,383,389,414
"Micall2",17,21,11,16
"Micos10",309,313,255,372
"Micos13",78,91,63,107
"Micu1",344,313,293,342
"Micu2",190,195,169,154
"Micu3",906,967,959,1354
"Mid1",43,56,37,45
"Mid1ip1",1004,1085,985,880
"Mid2",365,422,410,436
"Midn",384,325,269,295
"Mief1",414,395,397,459
"Mief2",173,139,172,173
"Mien1",209,171,181,178
"Mier1",544,642,599,714
"Mier2",159,131,135,183
"Mier3",433,451,455,618
"Mif",284,351,291,396
"Mif4gd",151,143,144,203
"Miga1",829,935,851,909
"Miga2",696,600,514,691
"Miip",103,92,91,125
"Mill2",41,43,48,35
"Milr1",6,6,11,20
"Minar1",264,364,278,292
"Minar2",130,176,97,63
"Mindy1",457,351,340,545
"Mindy2",2405,2679,3197,3107
"Mindy3",122,156,145,160
"Mindy4",36,21,27,32
"Mindy4b-ps",7,9,6,9
"Mink1",1367,1146,1100,1343
"Minpp1",333,322,291,333
"Mios",281,286,296,349
"Miox",0,0,1,0
"Mip",11,3,2,13
"Mipep",65,57,54,66
"Mipol1",77,73,65,83
"Mis12",325,400,319,293
"Mis18a",24,20,16,26
"Mis18bp1",11,17,11,15
"Misp",7,8,9,7
"Mitd1",61,52,49,70
"Mitf",191,192,164,184
"Mixl1",0,0,0,1
"Mki67",19,18,14,9
"Mkks",87,125,95,140
"Mkln1",1433,1519,1535,1817
"Mknk1",77,88,75,111
"Mknk2",352,309,305,398
"Mkrn1",1182,1039,967,1143
"Mkrn2",180,160,133,211
"Mkrn2os",28,24,14,23
"Mkrn3",37,44,42,44
"Mks1",32,35,21,35
"Mkx",59,105,88,60
"Mlana",2,1,0,1
"Mlc1",795,977,1025,811
"Mlec",1623,1598,1461,1614
"Mlf1",1,1,3,2
"Mlf2",1275,1098,1033,1404
"Mlh1",81,84,85,119
"Mlh3",367,375,398,425
"Mlip",22,23,17,22
"Mlkl",3,2,1,2
"Mllt1",258,251,255,305
"Mllt10",600,540,562,757
"Mllt11",697,759,609,706
"Mllt3",476,514,643,728
"Mllt6",2433,2028,2088,2403
"Mlph",49,48,64,57
"Mlst8",275,242,203,341
"Mlx",142,115,111,166
"Mlxip",295,311,250,368
"Mlxipl",6,10,12,11
"Mlycd",140,134,140,187
"Mmaa",219,185,215,259
"Mmab",115,133,134,131
"Mmachc",54,61,78,98
"Mmadhc",126,122,137,156
"Mmd",249,264,283,289
"Mmd2",529,628,623,605
"Mme",32,61,21,21
"Mmel1",132,64,68,111
"Mmgt1",374,458,427,446
"Mmgt2",36,73,57,39
"Mmp10",0,0,0,2
"Mmp11",20,23,11,15
"Mmp12",0,0,0,0
"Mmp13",0,2,0,0
"Mmp14",224,227,215,162
"Mmp15",188,187,114,78
"Mmp16",370,393,346,415
"Mmp17",347,269,235,387
"Mmp19",14,22,18,28
"Mmp2",11,17,8,7
"Mmp20",3,2,2,1
"Mmp21",15,4,5,14
"Mmp23",87,64,53,120
"Mmp24",1412,967,975,1577
"Mmp25",4,0,1,0
"Mmp27",0,0,0,1
"Mmp28",19,13,18,21
"Mmp3",0,0,0,0
"Mmp8",0,0,0,3
"Mmp9",14,11,5,14
"Mmrn1",1,4,2,2
"Mmrn2",76,51,48,81
"Mms19",196,194,200,288
"Mms22l",21,28,15,28
"Mmut",224,233,226,276
"Mn1",139,187,116,94
"Mnat1",103,113,91,145
"Mnd1",1,0,2,1
"Mndal",4,9,7,11
"Mns1",25,41,45,19
"Mnt",340,259,247,280
"Moap1",42,40,23,39
"Mob1a",377,414,386,429
"Mob1b",478,500,517,566
"Mob2",465,388,308,443
"Mob3a",88,81,75,68
"Mob3b",353,379,427,344
"Mob3c",47,50,52,58
"Mob4",306,397,414,430
"Mobp",5708,7380,5776,4889
"Mocos",8,9,9,2
"Mocs1",145,110,92,136
"Mocs2",263,273,243,294
"Mocs3",82,93,89,108
"Mog",311,404,273,278
"Mogat1",3,2,4,2
"Mogs",201,202,163,197
"Mok",56,59,24,53
"Mon1a",152,146,124,166
"Mon1b",500,469,448,463
"Mon2",645,698,709,838
"Morc1",0,1,0,0
"Morc2a",584,514,466,622
"Morc2b",199,151,131,224
"Morc3",269,276,248,379
"Morc4",53,56,34,63
"Morf4l1",379,371,344,496
"Morf4l2",1236,1236,1063,1307
"Morn1",94,69,60,105
"Morn2",12,12,12,11
"Morn3",2,1,3,1
"Morn4",174,187,143,177
"Mos",0,0,0,1
"Mosmo",694,789,729,909
"Mospd1",68,59,52,57
"Mospd2",122,159,135,182
"Mospd3",73,68,64,63
"Mov10",46,40,36,28
"Mov10l1",30,21,19,22
"Moxd1",24,26,63,16
"Mpc1",280,186,183,223
"Mpc2",186,191,167,266
"Mpdu1",176,156,156,207
"Mpdz",369,394,387,412
"Mpeg1",163,198,185,179
"Mpg",53,47,57,61
"Mphosph10",265,255,217,303
"Mphosph6",108,80,77,121
"Mphosph8",549,493,419,663
"Mphosph9",374,370,324,484
"Mpi",280,224,213,307
"Mpig6b",2,2,4,6
"Mpl",0,3,0,1
"Mplkip",190,200,175,260
"Mpnd",283,203,204,369
"Mpo",1,0,1,0
"Mpp1",170,170,152,200
"Mpp2",393,405,338,384
"Mpp3",1085,805,789,1207
"Mpp4",55,53,55,68
"Mpp5",515,627,517,582
"Mpp6",493,536,637,558
"Mpp7",330,423,485,501
"Mppe1",84,75,79,93
"Mpped1",49,60,40,40
"Mpped2",89,106,112,122
"Mprip",6683,5411,5903,6364
"Mpst",130,133,131,151
"Mpv17",130,141,126,152
"Mpv17l",375,348,376,487
"Mpv17l2",116,128,123,123
"Mpz",10,3,1,2
"Mpzl1",294,286,292,353
"Mpzl2",3,20,19,3
"Mpzl3",86,74,68,123
"Mr1",49,78,66,46
"Mrap",2,3,3,3
"Mrap2",80,78,35,29
"Mras",579,668,587,609
"Mrc1",28,38,29,17
"Mrc2",182,209,237,90
"Mre11a",151,129,141,181
"Mreg",221,231,238,259
"Mrfap1",2322,2264,2204,2121
"Mrgbp",191,191,177,193
"Mrgpra1",0,1,0,0
"Mrgpra3",0,0,0,0
"Mrgpra6",0,0,0,0
"Mrgpra9",0,0,0,0
"Mrgprb5",0,0,0,0
"Mrgprd",0,1,0,0
"Mrgpre",58,60,40,20
"Mrgprf",99,74,83,157
"Mrgprh",2,3,0,3
"Mrgprx2",0,0,0,0
"Mri1",88,74,80,108
"Mrln",19,15,15,17
"Mrm1",141,128,116,152
"Mrm2",90,89,86,106
"Mrm3",147,136,123,164
"Mrnip",18,10,9,12
"Mro",104,137,117,99
"Mroh1",552,475,484,703
"Mroh2a",81,75,69,104
"Mroh2b",1,0,0,0
"Mroh3",2,1,2,0
"Mroh4",0,1,0,0
"Mroh5",11,7,13,12
"Mroh6",0,0,1,1
"Mroh7",8,9,9,5
"Mroh8",4,3,4,5
"Mrpl1",158,161,145,200
"Mrpl10",135,125,124,173
"Mrpl11",187,135,120,215
"Mrpl12",482,422,346,448
"Mrpl13",41,46,32,62
"Mrpl14",72,75,45,68
"Mrpl15",138,139,118,205
"Mrpl16",173,151,135,198
"Mrpl17",334,360,292,402
"Mrpl18",227,238,259,282
"Mrpl19",253,209,239,274
"Mrpl2",175,170,143,208
"Mrpl20",217,163,153,227
"Mrpl21",90,70,60,76
"Mrpl22",25,26,16,35
"Mrpl23",55,40,43,78
"Mrpl24",211,225,196,241
"Mrpl27",128,142,120,169
"Mrpl28",71,57,34,58
"Mrpl3",374,328,357,419
"Mrpl30",197,159,133,243
"Mrpl32",161,147,119,193
"Mrpl33",105,100,108,136
"Mrpl34",161,132,109,118
"Mrpl35",330,293,249,320
"Mrpl36",64,58,70,83
"Mrpl37",212,192,167,258
"Mrpl38",210,188,135,228
"Mrpl39",72,70,64,96
"Mrpl4",119,111,99,149
"Mrpl40",123,114,105,128
"Mrpl41",376,368,255,354
"Mrpl42",106,89,72,152
"Mrpl43",153,145,164,161
"Mrpl44",164,147,136,183
"Mrpl45",182,189,199,238
"Mrpl46",133,114,106,146
"Mrpl47",127,108,96,145
"Mrpl48",265,224,202,282
"Mrpl49",353,324,325,329
"Mrpl50",409,443,405,446
"Mrpl51",326,290,244,329
"Mrpl52",23,45,30,52
"Mrpl53",4,1,1,2
"Mrpl54",54,50,48,63
"Mrpl55",75,86,83,110
"Mrpl57",200,173,167,207
"Mrpl58",212,214,198,266
"Mrpl9",331,297,281,315
"Mrps10",232,198,148,214
"Mrps11",76,68,69,94
"Mrps12",218,175,163,178
"Mrps14",160,154,138,230
"Mrps15",210,171,151,195
"Mrps16",135,130,109,138
"Mrps17",318,308,303,407
"Mrps18a",112,78,84,128
"Mrps18b",32,23,18,35
"Mrps18c",33,22,23,35
"Mrps2",168,185,180,247
"Mrps21",41,27,21,52
"Mrps22",101,77,71,105
"Mrps23",147,174,144,171
"Mrps24",104,97,90,110
"Mrps25",289,280,249,270
"Mrps26",319,319,298,339
"Mrps27",115,122,84,111
"Mrps28",49,35,27,51
"Mrps30",140,133,159,198
"Mrps31",104,98,89,140
"Mrps33",61,53,54,76
"Mrps34",30,35,25,37
"Mrps35",322,243,272,326
"Mrps36",11,12,12,13
"Mrps5",317,349,330,412
"Mrps6",172,190,155,147
"Mrps7",202,205,157,215
"Mrps9",115,151,110,171
"Mrrf",59,80,63,85
"Mrs2",528,524,557,636
"Mrtfa",138,121,127,167
"Mrtfb",681,706,595,816
"Mrto4",118,110,92,135
"Mrvi1",13,18,24,17
"Ms4a1",0,0,0,1
"Ms4a14",1,0,2,2
"Ms4a15",0,0,0,0
"Ms4a4a",1,0,1,1
"Ms4a4b",1,0,0,1
"Ms4a4c",1,0,0,0
"Ms4a4d",0,2,1,0
"Ms4a6b",2,12,5,7
"Ms4a6c",0,3,0,2
"Ms4a6d",3,4,4,0
"Ms4a7",0,3,4,1
"Msantd1",16,18,17,16
"Msantd2",165,166,179,226
"Msantd3",146,129,111,186
"Msantd4",1021,1070,1083,1106
"Msc",3,6,1,5
"Msh2",278,192,210,281
"Msh3",167,162,155,213
"Msh4",10,5,4,9
"Msh5",55,26,29,68
"Msh6",437,418,365,442
"Msi1",216,215,223,197
"Msi2",2216,2267,2257,2540
"Msl1",1282,1297,1179,1279
"Msl2",1430,1374,1419,1600
"Msl3",98,97,85,129
"Msl3l2",143,124,144,164
"Msln",11,16,28,3
"Mslnl",2,2,1,2
"Msmo1",295,321,220,223
"Msn",452,446,513,431
"Msr1",1,5,6,1
"Msra",194,179,178,248
"Msrb1",54,56,34,61
"Msrb2",87,62,75,71
"Msrb3",114,126,104,110
"Mss51",23,26,19,29
"Mst1",21,30,16,31
"Mst1r",4,7,3,3
"Mstn",2,6,4,5
"Msto1",105,103,103,120
"Msx1",39,50,42,11
"Msx2",73,47,88,83
"Mt1",244,339,364,462
"Mt2",215,213,253,332
"Mt3",419,381,297,425
"Mta1",265,213,235,313
"Mta2",558,459,440,568
"Mta3",326,340,306,300
"Mtap",83,82,69,76
"Mtbp",14,15,38,38
"Mtch1",549,569,479,575
"Mtch2",957,816,764,1366
"Mtcl1",3508,2572,2549,3674
"Mtcp1",131,151,135,193
"Mtdh",893,975,1005,1162
"Mterf1a",27,34,30,58
"Mterf1b",14,18,11,28
"Mterf2",125,148,160,220
"Mterf3",84,127,114,186
"Mterf4",125,120,118,142
"Mtf1",558,509,446,487
"Mtf2",389,413,392,578
"Mtfmt",73,52,64,82
"Mtfp1",208,226,203,211
"Mtfr1",136,161,146,188
"Mtfr1l",435,358,322,481
"Mtfr2",2,3,0,0
"Mtg1",61,61,54,67
"Mtg2",109,81,77,110
"Mthfd1",200,171,183,232
"Mthfd1l",93,73,72,115
"Mthfd2",105,118,142,148
"Mthfd2l",39,43,39,50
"Mthfr",308,242,219,282
"Mthfs",24,42,38,34
"Mthfsd",477,355,344,503
"Mthfsl",34,42,52,57
"Mtif2",296,216,217,351
"Mtif3",123,110,102,178
"Mtln",200,229,196,305
"Mtm1",149,191,199,243
"Mtmr1",246,256,242,343
"Mtmr10",210,260,243,251
"Mtmr11",61,69,50,87
"Mtmr12",228,187,189,260
"Mtmr14",77,63,68,98
"Mtmr2",390,501,393,434
"Mtmr3",1027,931,917,1073
"Mtmr4",1076,1114,1120,1318
"Mtmr6",1008,1022,983,1006
"Mtmr7",381,347,323,418
"Mtmr9",406,405,428,519
"Mtnr1a",0,1,1,0
"Mto1",158,145,136,196
"Mtor",575,500,512,588
"Mtpap",139,148,138,203
"Mtpn",1358,1372,1380,1503
"Mtr",330,313,307,399
"Mtrex",192,166,190,254
"Mtrf1",26,32,34,41
"Mtrf1l",78,82,77,100
"Mtrr",91,75,71,92
"Mtss1",2196,1952,2150,2138
"Mtss2",4867,5098,6279,4836
"Mttp",89,86,75,90
"Mturn",1514,1493,1246,1415
"Mtus1",1649,1360,1372,1836
"Mtus2",1654,1232,1215,1670
"Mtx1",170,139,132,190
"Mtx2",97,120,131,168
"Mtx3",871,998,952,960
"Muc1",3,5,3,9
"Muc13",1,1,0,1
"Muc15",31,27,61,59
"Muc16",0,0,0,0
"Muc19",0,1,1,0
"Muc2",1,2,1,1
"Muc3a",23,37,38,61
"Muc4",0,0,0,0
"Muc5ac",0,2,0,0
"Muc5b",32,20,27,42
"Muc6",269,169,137,207
"Mucl2",0,2,0,0
"Mucl3",2,2,1,2
"Mug1",0,0,0,0
"Mug2",0,0,0,0
"Mul1",653,541,483,615
"Mup15",0,0,0,0
"Mup16",0,0,0,1
"Mup17",0,0,0,2
"Mup21",0,0,0,0
"Mup3",0,0,0,1
"Mup7",0,0,0,0
"Mus81",380,298,293,480
"Musk",5,13,15,2
"Mustn1",14,12,9,13
"Mutyh",28,27,22,49
"Mvb12a",130,112,86,116
"Mvb12b",729,697,674,787
"Mvd",77,33,30,80
"Mvk",51,53,44,57
"Mvp",240,171,167,276
"Mxd1",426,330,323,449
"Mxd3",4,6,5,9
"Mxd4",987,879,792,992
"Mxi1",745,754,649,780
"Mxra7",74,77,59,67
"Mxra8",118,138,115,117
"Myadm",212,221,208,261
"Myadml2",63,55,41,52
"Myb",11,12,16,12
"Mybbp1a",737,610,605,715
"Mybl1",93,93,98,166
"Mybl2",2,2,0,5
"Mybpc1",94,121,169,181
"Mybpc2",13,8,6,6
"Mybpc3",201,175,188,227
"Mybph",46,25,17,35
"Mybphl",0,1,3,0
"Myc",15,22,11,12
"Mycbp",154,132,102,164
"Mycbp2",2380,2476,2300,2875
"Mycbpap",29,26,29,25
"Mycl",87,77,78,64
"Mycn",44,67,65,55
"Myct1",5,2,3,6
"Myd88",31,43,35,32
"Mydgf",111,141,110,145
"Myef2",740,814,753,1034
"Myf5",1,0,0,0
"Myg1",149,127,141,159
"Myh1",0,0,1,0
"Myh10",3404,2597,2496,3134
"Myh11",66,63,33,42
"Myh13",2,2,1,2
"Myh14",957,670,730,847
"Myh15",6,4,2,0
"Myh2",0,1,2,0
"Myh3",3,6,2,1
"Myh4",0,0,0,1
"Myh6",19,32,22,32
"Myh7",30,34,10,5
"Myh7b",210,142,159,194
"Myh8",1,2,0,0
"Myh9",1790,1360,1292,1655
"Myl1",0,2,3,2
"Myl12a",116,126,119,96
"Myl12b",60,79,81,79
"Myl2",6,6,5,5
"Myl3",0,2,1,1
"Myl4",3,8,4,1
"Myl6",924,871,665,1028
"Myl6b",58,64,61,81
"Myl9",45,68,65,51
"Mylip",193,171,185,197
"Mylk",88,93,82,78
"Mylk3",1,2,1,1
"Mylk4",2,1,1,1
"Mylpf",6,3,4,11
"Mymk",0,1,0,0
"Mynn",360,384,370,452
"Myo10",1051,795,754,917
"Myo15",43,31,31,41
"Myo15b",2,4,2,2
"Myo16",219,269,277,252
"Myo18a",1536,1303,1111,1354
"Myo18b",3,2,4,2
"Myo19",76,64,59,83
"Myo1a",14,7,11,17
"Myo1b",109,138,106,96
"Myo1c",240,178,175,280
"Myo1d",87,119,108,89
"Myo1e",68,85,70,59
"Myo1f",9,13,6,10
"Myo1g",1,4,5,4
"Myo1h",4,2,1,6
"Myo3a",0,0,1,0
"Myo3b",2,4,2,0
"Myo5a",3527,3630,3381,3709
"Myo5b",20,20,5,2
"Myo5c",40,32,20,49
"Myo6",1439,1827,2078,1508
"Myo7a",116,104,90,125
"Myo7b",1,4,1,2
"Myo9a",1574,1754,1624,2001
"Myo9b",474,427,412,568
"Myoc",89,113,129,54
"Myocd",3,2,6,1
"Myocos",2,2,1,0
"Myod1",0,1,1,0
"Myof",27,24,25,11
"Myog",0,1,3,1
"Myom1",12,19,19,17
"Myom2",2,2,7,1
"Myom3",3,4,2,2
"Myorg",366,372,421,396
"Myot",0,0,0,0
"Myoz2",0,0,1,0
"Myoz3",3,4,1,7
"Mypn",4,4,1,4
"Mypop",125,130,93,111
"Myrf",339,458,331,292
"Myrfl",1,1,1,1
"Myrip",264,246,233,220
"Mysm1",529,571,572,836
"Myt1",660,601,577,756
"Myt1l",1740,1806,1848,1816
"Myzap",9,9,10,7
"Mzf1",162,86,103,180
"Mzt1",420,522,495,548
"Mzt2",133,108,92,125
"N4bp1",1016,1020,852,1142
"N4bp2",185,218,200,232
"N4bp2l1",324,341,323,383
"N4bp2l2",1632,1546,1496,2050
"N4bp3",137,163,151,153
"N6amt1",110,116,87,140
"Naa10",187,143,126,211
"Naa11",0,1,0,0
"Naa15",781,859,865,1001
"Naa16",217,216,183,250
"Naa20",329,322,329,433
"Naa25",274,243,216,322
"Naa30",664,728,675,740
"Naa35",143,139,130,186
"Naa38",152,171,147,154
"Naa40",330,268,269,351
"Naa50",1224,1444,1477,1661
"Naa60",349,343,320,413
"Naa80",22,33,19,33
"Naaa",93,83,105,101
"Naalad2",42,38,35,43
"Naaladl1",12,13,15,20
"Naaladl2",95,113,105,123
"Nab1",772,751,754,782
"Nab2",168,125,71,162
"Nabp1",119,124,96,137
"Nabp2",369,279,241,325
"Naca",335,285,225,350
"Nacad",525,519,417,539
"Nacc1",876,788,808,962
"Nacc2",2542,2958,2949,2405
"Nadk",304,286,274,323
"Nadk2",305,374,324,326
"Nadsyn1",31,23,25,39
"Nae1",288,293,302,477
"Naf1",58,81,51,49
"Naga",93,85,85,84
"Nagk",97,76,62,75
"Naglu",74,80,59,94
"Nagpa",63,42,40,66
"Nags",0,0,0,0
"Naif1",71,57,52,70
"Naip1",0,3,1,2
"Naip2",5,5,5,5
"Naip5",6,5,5,5
"Naip6",4,7,2,2
"Nalcn",569,608,650,680
"Nampt",370,448,451,514
"Nanog",0,1,0,0
"Nanos1",263,228,248,322
"Nanos2",2,4,0,4
"Nanos3",16,10,7,18
"Nanp",6,4,4,4
"Nans",94,88,77,85
"Nap1l1",692,780,730,783
"Nap1l2",1701,1665,1363,1750
"Nap1l3",726,853,757,852
"Nap1l4",530,542,472,552
"Nap1l5",3621,4508,3292,3836
"Napa",532,506,452,717
"Napb",2541,2700,2383,2903
"Napepld",149,150,144,164
"Napg",822,854,829,990
"Naprt",48,44,42,60
"Napsa",16,17,13,34
"Narf",771,710,630,785
"Nars",1123,1144,1163,1201
"Nars2",71,90,72,77
"Nasp",270,271,244,372
"Nat1",8,10,16,17
"Nat10",149,152,129,199
"Nat14",243,213,190,246
"Nat2",15,9,12,13
"Nat8",19,20,24,23
"Nat8f1",66,54,60,81
"Nat8f2",1,1,0,9
"Nat8f3",10,7,11,12
"Nat8f4",162,131,110,126
"Nat8f5",8,18,10,21
"Nat8f6",5,3,7,7
"Nat8f7",4,7,6,9
"Nat8l",2915,2636,2279,2472
"Nat9",113,90,68,110
"Natd1",118,108,116,152
"Nav1",874,999,839,756
"Nav2",1004,793,714,1035
"Nav3",327,364,289,344
"Naxd",177,132,145,185
"Naxe",446,391,340,406
"Nbas",309,310,308,380
"Nbdy",74,81,68,86
"Nbea",3010,2999,2898,3236
"Nbeal1",802,933,966,1235
"Nbeal2",196,173,201,254
"Nbl1",295,364,357,243
"Nbn",129,122,130,170
"Nbr1",1643,1581,1560,1756
"Ncald",1418,1584,1172,1892
"Ncam1",2334,2010,2066,2502
"Ncam2",422,518,441,447
"Ncan",277,311,206,206
"Ncapd2",318,299,226,356
"Ncapd3",233,259,242,344
"Ncapg",7,8,5,5
"Ncapg2",74,90,97,107
"Ncaph",2,2,6,8
"Ncaph2",751,613,568,783
"Ncbp1",178,188,195,193
"Ncbp2",336,316,285,344
"Ncbp3",356,382,308,431
"Nccrp1",1,0,0,2
"Ncdn",2613,2584,2017,2301
"Nceh1",1004,1072,1076,1267
"Ncf1",20,18,18,20
"Ncf2",44,31,20,39
"Ncf4",2,2,2,1
"Nck1",695,631,609,819
"Nck2",233,241,228,265
"Nckap1",1147,1261,1156,1480
"Nckap1l",28,36,41,32
"Nckap5",99,118,93,89
"Nckap5l",92,88,75,91
"Nckipsd",286,284,219,349
"Ncl",3972,3461,3240,3973
"Ncln",251,265,242,292
"Ncmap",6,7,9,8
"Ncoa1",1239,1185,1143,1468
"Ncoa2",935,952,979,1194
"Ncoa3",425,470,428,447
"Ncoa4",266,274,183,302
"Ncoa5",493,490,429,641
"Ncoa6",690,616,622,887
"Ncoa7",900,877,804,1021
"Ncor1",2193,1981,1977,2630
"Ncor2",1017,824,765,978
"Ncr1",0,1,1,1
"Ncs1",1373,1638,1509,1278
"Ncstn",180,185,150,249
"Ndc1",118,154,168,161
"Ndc80",1,1,1,2
"Nde1",74,86,103,95
"Ndel1",327,357,281,370
"Ndfip1",1092,1501,1308,1446
"Ndfip2",426,476,495,523
"Ndn",1426,1831,1893,1458
"Ndnf",158,216,188,185
"Ndor1",155,140,122,161
"Ndp",72,58,62,85
"Ndrg1",641,881,775,572
"Ndrg2",4693,5729,6216,5060
"Ndrg3",2148,1937,1823,2605
"Ndrg4",4968,4965,4755,5025
"Ndst1",951,913,1013,953
"Ndst2",164,147,139,202
"Ndst3",1188,1159,1326,1750
"Ndst4",166,217,134,121
"Ndufa1",211,159,112,190
"Ndufa10",410,359,321,465
"Ndufa11",142,120,100,152
"Ndufa12",129,134,116,146
"Ndufa13",530,505,440,565
"Ndufa2",429,348,277,380
"Ndufa3",46,39,27,48
"Ndufa4",231,192,161,258
"Ndufa4l2",7,5,12,8
"Ndufa5",306,287,212,301
"Ndufa6",391,363,283,417
"Ndufa7",105,66,67,103
"Ndufa8",118,113,114,136
"Ndufa9",162,180,132,219
"Ndufab1",288,248,251,365
"Ndufaf1",155,129,126,199
"Ndufaf2",63,58,39,58
"Ndufaf3",170,151,136,182
"Ndufaf4",307,332,298,399
"Ndufaf5",117,133,108,142
"Ndufaf6",20,19,24,26
"Ndufaf7",184,187,161,186
"Ndufaf8",115,70,67,96
"Ndufb1-ps",33,21,19,27
"Ndufb10",609,546,490,608
"Ndufb11",456,443,363,515
"Ndufb2",470,408,344,465
"Ndufb3",128,111,94,139
"Ndufb4",47,52,40,70
"Ndufb5",296,260,221,295
"Ndufb6",272,211,176,187
"Ndufb7",249,219,243,303
"Ndufb8",501,392,344,388
"Ndufb9",131,111,90,130
"Ndufc1",38,42,34,70
"Ndufc2",375,345,280,384
"Ndufs1",577,555,540,687
"Ndufs2",936,807,702,941
"Ndufs3",333,348,290,394
"Ndufs4",170,169,131,248
"Ndufs5",67,65,41,74
"Ndufs6",130,121,102,127
"Ndufs7",133,104,126,157
"Ndufs8",304,287,231,306
"Ndufv1",832,806,787,935
"Ndufv2",159,165,119,241
"Ndufv3",246,238,212,319
"Neb",314,344,294,461
"Nebl",1189,1557,1587,1343
"Necab1",147,176,144,189
"Necab2",14,16,9,5
"Necab3",139,108,74,109
"Necap1",910,1004,942,1155
"Necap2",153,133,159,154
"Nectin1",1211,1038,1099,985
