"Gene","GSM6845651","GSM6845652","GSM6845653","GSM6845654"
"Cstf2",633,744,605,740
"Cstf2t",1268,1227,1209,1251
"Cstf3",363,335,348,456
"Cstl1",1,1,2,1
"Ctbp1",935,834,842,982
"Ctbp2",592,481,501,686
"Ctbs",25,49,41,45
"Ctc1",203,210,187,245
"Ctcf",1044,949,834,1073
"Ctcfl",2,0,0,0
"Ctdnep1",281,247,246,256
"Ctdp1",259,186,206,227
"Ctdsp1",238,189,206,219
"Ctdsp2",1006,805,850,1104
"Ctdspl",101,120,118,117
"Ctdspl2",488,455,427,669
"Ctf1",6,16,8,4
"Ctf2",2,3,3,2
"Cth",2,4,3,5
"Cthrc1",27,47,41,33
"Ctif",527,480,346,417
"Ctla2a",16,11,18,19
"Ctla2b",0,1,0,1
"Ctnna1",445,446,359,416
"Ctnna2",366,439,337,373
"Ctnna3",153,217,244,176
"Ctnnal1",230,232,262,306
"Ctnnb1",3753,4154,4242,4087
"Ctnnbip1",174,196,150,154
"Ctnnbl1",141,92,103,145
"Ctnnd1",172,180,160,198
"Ctnnd2",937,1003,1075,1068
"Ctns",125,120,120,173
"Ctps",102,82,68,95
"Ctps2",160,155,149,222
"Ctr9",660,685,562,721
"Ctrb1",0,0,0,3
"Ctrl",15,14,11,18
"Ctsa",396,357,331,421
"Ctsb",2270,2305,2035,2504
"Ctsc",61,63,46,44
"Ctsd",564,625,614,587
"Ctse",1,0,0,0
"Ctsf",535,493,490,661
"Ctsg",0,0,0,0
"Ctsh",19,35,18,23
"Ctsk",37,22,26,42
"Ctsl",403,429,424,426
"Ctso",132,189,213,205
"Ctss",64,70,58,79
"Ctsw",36,30,17,27
"Ctsz",269,220,209,214
"Cttn",393,382,366,404
"Cttnbp2",468,534,527,513
"Cttnbp2nl",403,367,357,366
"Ctu1",76,89,81,90
"Ctu2",126,96,90,124
"Ctxn1",47,82,38,36
"Ctxn2",27,38,16,20
"Ctxn3",215,275,342,315
"Cubn",7,18,17,7
"Cuedc1",466,415,393,467
"Cuedc2",726,566,496,622
"Cul1",477,494,486,614
"Cul2",225,247,253,320
"Cul3",664,768,771,947
"Cul4a",548,491,501,649
"Cul4b",268,336,311,351
"Cul5",659,702,687,824
"Cul7",521,419,423,462
"Cul9",684,620,590,756
"Cuta",163,144,154,219
"Cutal",4,14,5,1
"Cutc",27,31,19,36
"Cux1",1084,929,975,1316
"Cux2",568,491,543,509
"Cuzd1",0,2,2,0
"Cwc15",142,114,114,153
"Cwc22",243,191,201,292
"Cwc25",178,157,129,166
"Cwc27",63,92,70,90
"Cwf19l1",116,88,102,139
"Cwf19l2",252,200,268,282
"Cx3cl1",533,647,478,494
"Cx3cr1",144,208,181,157
"Cxadr",231,296,277,246
"Cxcl1",1,0,0,0
"Cxcl10",0,3,0,9
"Cxcl12",343,350,256,361
"Cxcl13",0,0,0,0
"Cxcl14",267,303,286,232
"Cxcl16",23,28,27,21
"Cxcl17",11,13,8,16
"Cxcl5",0,4,5,3
"Cxcl9",0,0,0,1
"Cxcr2",0,0,0,0
"Cxcr3",0,1,0,0
"Cxcr4",16,27,27,23
"Cxcr5",2,3,4,1
"Cxcr6",9,9,13,11
"Cxxc1",631,506,467,709
"Cxxc4",584,673,561,695
"Cxxc5",791,629,659,905
"Cyb561",273,278,137,134
"Cyb561a3",53,44,37,56
"Cyb561d1",268,220,200,255
"Cyb561d2",52,60,47,56
"Cyb5a",157,168,163,195
"Cyb5b",1260,1467,1371,1327
"Cyb5d1",221,173,228,189
"Cyb5d2",120,127,149,137
"Cyb5r1",95,88,121,101
"Cyb5r2",8,5,8,8
"Cyb5r3",268,225,218,258
"Cyb5r4",192,190,153,217
"Cyb5rl",23,30,18,22
"Cyba",19,23,21,14
"Cybb",9,11,12,5
"Cybc1",212,228,179,211
"Cybrd1",6,23,16,8
"Cyc1",1117,977,840,1078
"Cycs",129,144,145,180
"Cyfip1",272,274,289,364
"Cyfip2",2587,2402,2257,3056
"Cygb",589,640,486,499
"Cyhr1",1001,1044,938,1085
"Cyld",1480,1576,1479,1761
"Cym",1,1,0,0
"Cyp11a1",18,13,13,22
"Cyp11b1",0,0,0,0
"Cyp17a1",0,1,5,4
"Cyp19a1",0,2,0,0
"Cyp1a1",0,0,0,0
"Cyp1a2",0,1,0,1
"Cyp1b1",53,98,117,55
"Cyp20a1",53,53,46,52
"Cyp26a1",0,0,0,1
"Cyp26b1",297,320,231,251
"Cyp26c1",1,2,3,2
"Cyp27a1",78,115,92,101
"Cyp27b1",19,13,13,8
"Cyp2a12",0,0,0,2
"Cyp2a22",0,0,0,2
"Cyp2a4",0,0,0,2
"Cyp2a5",0,0,0,1
"Cyp2ab1",0,0,0,0
"Cyp2b10",0,0,0,1
"Cyp2b19",0,0,1,0
"Cyp2c29",0,0,0,0
"Cyp2c37",0,0,0,1
"Cyp2c40",0,0,0,1
"Cyp2c50",0,0,0,0
"Cyp2c55",0,1,0,0
"Cyp2c65",1,0,0,0
"Cyp2c67",0,0,0,0
"Cyp2c68",0,0,0,0
"Cyp2c69",0,0,0,1
"Cyp2c70",0,0,0,0
"Cyp2d10",0,1,0,1
"Cyp2d11",1,0,2,2
"Cyp2d12",0,0,0,0
"Cyp2d22",261,336,345,339
"Cyp2d26",0,0,1,2
"Cyp2d40",0,0,0,1
"Cyp2e1",1,4,0,6
"Cyp2f2",4,5,3,1
"Cyp2j12",13,17,12,9
"Cyp2j13",2,0,0,1
"Cyp2j5",0,0,0,1
"Cyp2j6",76,108,78,62
"Cyp2j8",2,1,0,0
"Cyp2j9",178,281,266,284
"Cyp2r1",5,5,12,13
"Cyp2s1",26,39,29,26
"Cyp2t4",81,62,33,59
"Cyp2u1",204,206,231,223
"Cyp2w1",1,0,0,3
"Cyp39a1",15,25,22,17
"Cyp3a11",0,1,0,0
"Cyp3a13",1,3,6,7
"Cyp3a25",0,0,0,1
"Cyp3a41a",0,0,0,3
"Cyp3a41b",0,0,0,0
"Cyp3a44",0,0,0,0
"Cyp3a59",0,0,0,1
"Cyp46a1",62,90,54,71
"Cyp4a10",0,0,0,2
"Cyp4a12a",0,0,0,0
"Cyp4a12b",1,0,0,0
"Cyp4b1",0,0,2,0
"Cyp4f13",64,77,74,81
"Cyp4f14",52,44,52,52
"Cyp4f15",14,14,13,19
"Cyp4f16",46,48,44,54
"Cyp4f17",45,52,65,44
"Cyp4f18",5,8,4,4
"Cyp4f37",1,1,0,0
"Cyp4f39",0,1,1,0
"Cyp4v3",72,82,103,67
"Cyp4x1",82,69,81,91
"Cyp51",594,733,560,474
"Cyp7a1",0,0,2,1
"Cyp7b1",49,60,69,44
"Cyp8b1",1,0,0,1
"Cyren",23,14,23,19
"Cys1",37,50,42,41
"Cysltr1",7,8,5,3
"Cysltr2",7,10,3,0
"Cysrt1",49,49,47,53
"Cystm1",110,118,116,178
"Cyth1",393,318,325,500
"Cyth2",374,302,295,401
"Cyth3",616,487,542,668
"Cyth4",42,45,36,26
"Cytip",1,0,6,0
"Cytl1",1,1,0,0
"Cyyr1",60,54,51,56
"Czib",232,216,212,347
"D030056L22Rik",192,178,186,250
"D10Wsu102e",1887,2184,2280,2021
"D11Wsu47e",84,87,78,86
"D130040H23Rik",185,204,214,262
"D130043K22Rik",127,127,111,78
"D16Ertd472e",138,228,172,134
"D17H6S53E",325,284,321,312
"D1Ertd622e",594,624,566,644
"D230025D16Rik",164,152,139,207
"D2hgdh",83,77,85,85
"D3Ertd751e",307,375,358,351
"D430019H16Rik",173,225,107,68
"D430041D05Rik",2138,1660,1800,2078
"D430042O09Rik",288,235,179,242
"D5Ertd579e",2895,2563,2608,2916
"D630003M21Rik",27,25,30,12
"D630023F18Rik",5,4,0,1
"D630039A03Rik",20,11,17,15
"D630045J12Rik",594,566,531,641
"D6Ertd527e",0,1,2,2
"D6Wsu163e",156,126,106,180
"D7Ertd443e",40,68,52,49
"D830030K20Rik",6,5,8,6
"D8Ertd738e",298,196,180,203
"D930020B18Rik",7,9,5,21
"D930048N14Rik",9,16,10,17
"Daam1",921,1031,887,836
"Daam2",960,1019,783,1004
"Dab1",807,691,747,1003
"Dab2",90,145,119,67
"Dab2ip",1790,1409,1351,1984
"Dach1",246,261,299,293
"Dach2",7,25,15,22
"Dact1",236,148,203,266
"Dact2",50,55,41,40
"Dact3",325,340,308,259
"Dad1",168,163,162,154
"Dag1",1073,1091,1125,1056
"Dagla",587,399,384,528
"Daglb",247,224,199,296
"Dalrd3",236,271,272,343
"Dand5",118,83,80,92
"Dao",378,323,442,398
"Dap",83,82,102,111
"Dap3",245,228,195,284
"Dapk1",144,185,167,119
"Dapk2",6,12,3,9
"Dapk3",183,200,159,226
"Dapl1",4,3,4,4
"Dapp1",14,21,21,23
"Dars",116,113,119,150
"Dars2",99,102,105,114
"Daw1",1,4,0,2
"Daxx",182,150,125,212
"Dazap1",333,265,204,341
"Dazap2",575,687,611,647
"Dazl",0,0,1,2
"Dbf4",12,14,18,17
"Dbh",36,24,3,0
"Dbi",302,304,294,376
"Dbil5",8,3,2,5
"Dbn1",405,421,409,348
"Dbndd1",206,142,141,208
"Dbndd2",1351,1242,1220,1297
"Dbnl",332,266,239,319
"Dbp",176,237,230,456
"Dbr1",177,159,157,180
"Dbt",165,169,171,170
"Dbx2",58,74,56,49
"Dcaf1",305,317,298,405
"Dcaf10",330,299,272,330
"Dcaf11",468,426,451,539
"Dcaf12",359,344,298,383
"Dcaf12l1",239,327,252,238
"Dcaf12l2",7,8,3,5
"Dcaf13",141,111,145,156
"Dcaf15",147,119,129,150
"Dcaf17",164,174,193,257
"Dcaf4",79,71,67,72
"Dcaf5",1082,957,863,970
"Dcaf6",216,243,214,351
"Dcaf7",1945,2114,2072,1872
"Dcaf8",1721,1564,1419,1718
"Dcakd",93,88,81,128
"Dcbld1",70,50,52,77
"Dcbld2",323,331,334,337
"Dcc",111,147,85,92
"Dcdc2a",82,108,104,61
"Dcdc2b",55,50,45,60
"Dcdc2c",0,0,0,0
"Dchs1",288,351,333,268
"Dchs2",28,41,19,23
"Dck",157,160,178,162
"Dclk1",3411,3158,3315,4317
"Dclk2",494,504,508,620
"Dclk3",83,96,65,67
"Dclre1a",80,63,84,115
"Dclre1b",132,118,115,141
"Dclre1c",95,85,89,139
"Dcn",73,114,119,91
"Dcp1a",253,250,259,331
"Dcp1b",122,111,85,148
"Dcp2",1705,1835,1675,1799
"Dcpp3",0,2,0,0
"Dcps",56,39,40,66
"Dcst1",81,52,53,68
"Dcst2",6,7,3,8
"Dcstamp",3,0,0,1
"Dct",11,3,3,5
"Dctd",14,15,15,22
"Dctn1",4493,3807,3664,4123
"Dctn2",821,730,669,911
"Dctn3",211,188,144,187
"Dctn4",860,912,805,974
"Dctn5",232,228,220,283
"Dctn6",163,160,136,182
"Dctpp1",18,13,10,27
"Dcun1d1",492,547,538,661
"Dcun1d2",466,422,392,572
"Dcun1d3",452,404,394,455
"Dcun1d4",445,552,389,418
"Dcun1d5",374,385,435,400
"Dcx",77,133,107,75
"Dcxr",33,40,38,40
"Dda1",275,304,288,352
"Ddah1",611,741,934,771
"Ddah2",243,244,237,271
"Ddb1",1329,1230,1209,1444
"Ddb2",104,82,91,127
"Ddc",19,23,17,9
"Ddhd1",490,544,456,594
"Ddhd2",468,446,471,602
"Ddi1",9,23,15,4
"Ddi2",986,881,821,912
"Ddias",6,5,5,8
"Ddit3",175,136,151,208
"Ddit4",1001,861,737,739
"Ddit4l",32,26,13,10
"Ddn",42,75,30,37
"Ddo",259,283,400,309
"Ddost",416,388,361,417
"Ddr1",578,615,500,552
"Ddr2",280,393,424,209
"Ddrgk1",265,253,201,245
"Ddt",70,62,54,72
"Ddx1",265,337,276,366
"Ddx10",240,207,171,246
"Ddx11",36,39,39,48
"Ddx17",3885,4161,3762,4593
"Ddx18",105,76,59,99
"Ddx19a",259,210,192,276
"Ddx19b",500,524,551,554
"Ddx20",247,211,211,257
"Ddx21",358,300,232,291
"Ddx23",959,879,730,945
"Ddx24",1678,1477,1327,1703
"Ddx25",255,268,252,327
"Ddx27",168,160,125,196
"Ddx28",188,181,138,230
"Ddx31",48,52,42,51
"Ddx39",103,90,101,146
"Ddx39b",615,580,482,793
"Ddx3x",4501,4176,5243,6669
"Ddx3y",717,825,0,0
"Ddx4",6,6,4,4
"Ddx41",207,179,159,217
"Ddx42",1057,876,838,947
"Ddx43",0,1,1,1
"Ddx46",856,755,748,933
"Ddx47",274,231,217,340
"Ddx49",77,49,64,105
"Ddx5",8777,8954,8432,11259
"Ddx50",599,593,531,684
"Ddx51",193,156,197,242
"Ddx52",178,160,170,267
"Ddx54",170,137,137,148
"Ddx55",234,178,199,295
"Ddx56",155,154,112,180
"Ddx58",35,36,32,41
"Ddx59",52,45,63,62
"Ddx6",3158,3129,2859,3268
"Ddx60",6,9,10,10
"Deaf1",250,200,194,311
"Decr1",105,105,95,119
"Decr2",186,131,150,179
"Dedd",95,74,83,100
"Dedd2",403,310,245,356
"Def6",8,10,18,3
"Def8",604,428,417,610
"Defb1",1,1,0,1
"Defb11",0,0,0,0
"Defb20",2,0,0,0
"Defb23",4,3,2,0
"Defb30",0,1,1,0
"Defb42",17,12,10,22
"Defb47",1,1,0,0
"Degs1",397,508,464,434
"Degs2",31,13,23,22
"Dek",508,466,498,719
"Dele1",517,419,431,650
"Dennd1a",228,237,202,273
"Dennd1b",290,310,348,386
"Dennd1c",8,9,4,6
"Dennd2a",180,148,169,173
"Dennd2c",5,4,7,2
"Dennd2d",11,8,13,18
"Dennd3",44,40,37,47
"Dennd4a",939,925,863,1069
"Dennd4b",463,417,448,567
"Dennd4c",301,311,322,361
"Dennd5a",1580,1748,1688,1805
"Dennd5b",1168,1223,1207,1534
"Dennd6a",276,321,322,362
"Dennd6b",489,443,374,654
"Denr",217,230,188,253
"Depdc1b",3,6,4,3
"Depdc5",409,343,305,405
"Depdc7",19,21,14,12
"Depp1",2,6,10,2
"Deptor",253,288,207,232
"Dera",16,21,14,15
"Derl1",524,566,498,634
"Derl2",269,308,250,317
"Derl3",38,16,15,21
"Des",67,44,42,106
"Desi1",651,822,772,684
"Desi2",317,359,347,397
"Det1",40,42,40,45
"Deup1",1,3,6,5
"Dexi",259,253,202,275
"Dffa",346,339,272,337
"Dffb",58,40,62,102
"Dgat1",244,246,228,347
"Dgat2",118,87,94,125
"Dgat2l6",1,1,0,0
"Dgcr2",1158,940,916,1246
"Dgcr6",336,249,256,270
"Dgcr8",500,446,453,593
"Dgka",81,72,87,129
"Dgkb",318,437,378,302
"Dgkd",1222,1053,1025,1587
"Dgke",1007,942,929,1211
"Dgkg",648,435,493,788
"Dgkh",1164,1259,1297,1236
"Dgki",377,349,358,393
"Dgkk",31,55,18,7
"Dgkq",592,557,495,741
"Dgkz",2876,2542,3105,3424
"Dglucy",48,39,58,59
"Dguok",89,89,85,130
"Dhcr24",440,516,347,318
"Dhcr7",126,150,120,124
"Dhdds",385,301,244,363
"Dhdh",140,167,183,156
"Dhfr",53,55,49,72
"Dhh",0,0,1,1
"Dhodh",123,89,85,154
"Dhps",177,167,156,173
"Dhrs1",223,232,207,256
"Dhrs11",73,58,43,75
"Dhrs13",73,54,62,80
"Dhrs2",2,1,1,2
"Dhrs3",168,138,144,142
"Dhrs4",62,58,62,58
"Dhrs7",122,118,93,116
"Dhrs7b",121,114,100,150
"Dhrs9",0,0,0,0
"Dhtkd1",28,39,31,47
"Dhx15",853,827,763,1159
"Dhx16",289,238,213,321
"Dhx29",196,180,175,212
"Dhx30",917,814,815,1077
"Dhx32",178,145,140,182
"Dhx33",322,329,341,433
"Dhx34",116,74,85,125
"Dhx35",67,69,71,98
"Dhx36",762,828,814,989
"Dhx37",147,104,109,139
"Dhx38",506,376,358,462
"Dhx40",136,126,138,156
"Dhx57",250,241,183,253
"Dhx58",22,24,27,30
"Dhx8",316,245,243,311
"Dhx9",1345,1134,1018,1375
"Diablo",152,125,117,145
"Diaph1",344,280,292,334
"Diaph2",217,284,270,310
"Diaph3",9,14,8,6
"Dicer1",932,889,839,1010
"Dido1",1758,1466,1258,1782
"Dimt1",197,174,166,211
"Dio1",1,0,0,3
"Dio2",514,670,638,733
"Dio3",2,1,2,2
"Dip2a",673,747,643,686
"Dip2b",791,789,768,1015
"Dip2c",487,510,546,588
"Dipk1a",177,171,179,232
"Dipk1b",334,318,314,409
"Dipk1c",114,90,134,117
"Dipk2a",1320,1234,1439,1858
"Dipk2b",9,5,9,17
"Diras1",1501,1313,1154,1472
"Diras2",4745,3352,3502,5788
"Dis3",202,210,246,291
"Dis3l",301,213,217,328
"Dis3l2",117,103,92,135
"Disc1",16,18,17,24
"Disp1",42,45,38,26
"Disp2",2766,3016,2390,2749
"Disp3",139,160,147,161
"Dixdc1",1289,1256,1104,1603
"Dkc1",268,205,198,269
"Dkk2",4,3,2,4
"Dkk3",300,323,356,197
"Dkk4",3,2,0,2
"Dkkl1",1,4,4,4
"Dlat",619,582,629,724
"Dlc1",1088,968,843,1117
"Dld",826,958,902,1072
"Dlec1",14,18,17,7
"Dleu7",9,15,8,6
"Dlg1",778,754,716,984
"Dlg2",2512,2686,2941,3322
"Dlg3",884,814,755,903
"Dlg4",2971,2625,2702,2884
"Dlg5",345,322,304,334
"Dlgap1",2861,2666,2937,3657
"Dlgap2",53,69,34,34
"Dlgap3",566,468,427,552
"Dlgap4",957,810,828,992
"Dlgap5",0,0,1,1
"Dlk1",72,73,30,3
"Dlk2",16,30,9,10
"Dll1",85,86,77,75
"Dll3",1,4,1,2
"Dll4",27,11,11,19
"Dlst",1247,1202,1071,1348
"Dlx1",1,1,1,0
"Dlx3",1,4,2,2
"Dlx4",10,13,17,15
"Dmac1",118,130,123,150
"Dmac2",279,218,219,284
"Dmac2l",81,85,95,100
"Dmap1",190,175,179,258
"Dmbx1",11,11,5,8
"Dmc1",1,0,2,3
"Dmd",400,497,439,467
"Dmgdh",3,5,1,2
"Dmkn",3,5,2,1
"Dmp1",205,183,140,218
"Dmpk",153,165,150,148
"Dmrta1",3,6,6,3
"Dmrta2",1,0,0,2
"Dmrtb1",6,4,2,2
"Dmrtc1a",7,8,6,7
"Dmtf1",674,739,691,886
"Dmtn",540,537,392,573
"Dmwd",363,372,319,411
"Dmxl1",1171,1485,1549,1844
"Dmxl2",2446,2462,2218,2936
"Dna2",25,20,14,29
"Dnaaf1",6,12,5,16
"Dnaaf2",13,17,10,13
"Dnaaf3",12,11,8,6
"Dnaaf4",0,0,0,1
"Dnaaf5",34,40,35,45
"Dnah1",62,59,58,41
"Dnah10",63,60,70,63
"Dnah11",267,249,259,321
"Dnah12",14,40,48,25
"Dnah14",32,27,31,21
"Dnah17",38,39,26,58
"Dnah2",36,43,42,18
"Dnah3",21,33,42,29
"Dnah5",34,44,50,29
"Dnah6",96,79,92,91
"Dnah7a",15,10,13,5
"Dnah7b",79,112,111,109
"Dnah7c",18,20,15,15
"Dnah8",1,3,1,2
"Dnah9",30,39,41,32
"Dnaic1",23,23,20,23
"Dnaic2",32,23,26,28
"Dnaja1",826,878,810,944
"Dnaja2",976,1041,923,1104
"Dnaja3",235,202,224,269
"Dnaja4",227,192,152,210
"Dnajb1",406,426,251,315
"Dnajb11",388,335,269,387
"Dnajb12",189,160,160,187
"Dnajb13",13,10,5,8
"Dnajb14",1710,1736,1740,1890
"Dnajb2",1292,1159,984,1031
"Dnajb3",23,32,12,20
"Dnajb4",805,785,723,834
"Dnajb5",471,465,443,655
"Dnajb6",235,213,205,258
"Dnajb7",5,0,3,9
"Dnajb8",2,2,1,1
"Dnajb9",403,473,356,521
"Dnajc1",441,414,385,512
"Dnajc10",214,254,256,349
"Dnajc11",291,274,222,312
"Dnajc12",120,121,79,131
"Dnajc13",447,454,372,532
"Dnajc14",734,639,592,732
"Dnajc15",622,708,657,683
"Dnajc16",585,442,468,491
"Dnajc17",32,26,26,24
"Dnajc18",1038,954,907,1112
"Dnajc19",209,207,189,293
"Dnajc2",110,93,102,128
"Dnajc21",133,135,108,167
"Dnajc22",1,4,0,2
"Dnajc24",43,49,44,86
"Dnajc25",62,70,49,76
"Dnajc27",1083,1154,1037,1184
"Dnajc28",185,132,158,161
"Dnajc3",872,904,909,911
"Dnajc30",87,91,82,105
"Dnajc4",101,75,63,126
"Dnajc5",2907,2862,2592,3373
"Dnajc5b",0,0,3,0
"Dnajc6",1303,1614,1469,1624
"Dnajc7",591,607,518,673
"Dnajc8",208,216,178,262
"Dnajc9",455,381,363,422
"Dnal1",617,681,683,761
"Dnal4",98,85,107,104
"Dnali1",32,33,23,23
"Dnase1",70,78,93,91
"Dnase1l1",20,15,6,20
"Dnase1l2",70,84,61,75
"Dnase1l3",1,1,0,0
"Dnase2a",77,86,71,118
"Dnase2b",0,1,0,0
"Dnd1",25,25,11,24
"Dner",1726,1810,2057,2205
"Dnhd1",35,47,40,45
"Dnlz",214,190,173,234
"Dnm1",2881,2421,2321,3292
"Dnm1l",1446,1575,1425,1747
"Dnm2",250,219,185,247
"Dnm3",1689,2110,1817,2155
"Dnmbp",297,250,257,308
"Dnmt1",510,430,447,586
"Dnmt3a",2009,1609,1618,2109
"Dnmt3b",20,13,27,28
"Dnmt3c",0,1,0,0
"Dnpep",152,136,122,196
"Dnph1",23,14,19,21
"Dntt",0,1,1,1
"Dnttip1",64,55,47,77
"Dnttip2",467,397,357,527
"Doc2a",22,36,16,6
"Doc2b",1045,847,1021,981
"Doc2g",16,21,15,28
"Dock1",143,169,156,136
"Dock10",209,340,231,214
"Dock11",74,81,83,97
"Dock2",6,11,7,11
"Dock3",864,837,749,1009
"Dock4",980,954,1089,1339
"Dock5",133,192,170,102
"Dock6",73,99,67,60
"Dock7",268,368,374,375
"Dock8",16,26,11,17
"Dock9",1248,1271,1145,1664
"Dohh",106,114,85,119
"Dok1",14,14,13,21
"Dok2",10,6,1,5
"Dok3",42,41,42,66
"Dok4",69,66,49,83
"Dok5",49,40,41,53
"Dok6",391,620,473,311
"Dok7",70,56,47,60
"Dolk",248,185,184,211
"Dolpp1",134,134,141,165
"Donson",125,149,170,186
"Dop1a",919,1060,995,1335
"Dop1b",592,486,441,677
"Dot1l",698,598,585,1004
"Doxl1",0,2,1,0
"Dpagt1",76,82,67,72
"Dpep1",3,2,0,0
"Dpep2",0,0,0,0
"Dpep2nb",0,0,3,1
"Dpf1",172,130,106,166
"Dpf2",364,301,273,389
"Dpf3",222,147,202,261
"Dph1",10,20,15,29
"Dph2",98,82,116,96
"Dph3",476,444,423,575
"Dph5",79,76,64,99
"Dph6",69,69,62,88
"Dph7",137,139,112,174
"Dpm1",160,141,139,212
"Dpm2",114,107,90,138
"Dpm3",132,133,121,116
"Dpp10",840,841,920,1129
"Dpp3",255,175,177,224
"Dpp4",30,37,46,40
"Dpp6",1139,1117,1057,1430
"Dpp7",142,163,150,180
"Dpp8",1350,1444,1374,1583
"Dpp9",197,194,173,257
"Dppa2",0,1,2,5
"Dppa5a",1,3,0,0
"Dpt",3,5,3,0
"Dpy19l1",236,365,291,271
"Dpy19l2",2,4,5,1
"Dpy19l3",425,465,501,463
"Dpy19l4",463,551,527,610
"Dpy30",79,93,81,107
"Dpyd",29,36,41,26
"Dpys",1,1,0,1
"Dpysl2",4022,4815,4338,4508
"Dpysl3",320,408,291,203
"Dpysl4",440,404,345,618
"Dpysl5",179,185,158,183
"Dqx1",17,12,16,20
"Dr1",326,425,359,392
"Dram1",7,5,2,3
"Dram2",97,133,126,133
"Drap1",936,752,694,875
"Draxin",4,7,8,5
"Drc1",15,14,11,15
"Drc3",22,26,8,19
"Drc7",50,32,13,16
"Drd1",5,13,4,4
"Drd2",24,31,15,21
"Drd3",1,1,0,0
"Drd4",8,12,7,9
"Drd5",10,13,9,2
"Drg1",161,161,133,216
"Drg2",226,176,166,242
"Drosha",336,313,282,382
"Drp2",406,442,489,351
"Dsc2",5,8,11,9
"Dsc3",0,1,9,2
"Dscam",242,268,224,210
"Dscaml1",189,187,195,221
"Dscc1",1,0,0,0
"Dse",67,73,72,38
"Dsel",173,235,188,150
"Dsg1a",0,2,0,0
"Dsg1b",0,1,0,0
"Dsg1c",1,0,1,0
"Dsg2",22,31,27,19
"Dsg3",0,1,0,0
"Dsn1",25,31,39,31
"Dsp",40,35,19,9
"Dspp",10,8,5,10
"Dst",6756,6365,5898,7192
"Dstn",606,736,664,794
"Dstyk",1120,1115,939,1070
"Dtd1",159,146,144,166
"Dtd2",99,106,104,90
"Dthd1",3,4,8,2
"Dtl",5,1,2,2
"Dtna",1483,1931,2134,1911
"Dtnb",154,136,148,214
"Dtnbp1",124,131,116,169
"Dtwd1",15,30,30,32
"Dtwd2",28,27,16,25
"Dtx1",977,815,752,858
"Dtx2",46,52,30,62
"Dtx3",455,457,434,605
"Dtx3l",99,98,103,94
"Dtx4",355,395,356,308
"Dtymk",160,193,156,236
"Duox1",230,111,99,175
"Duox2",0,1,0,0
"Duoxa1",1,0,0,0
"Dupd1",0,0,0,0
"Dus1l",160,178,175,215
"Dus2",63,45,60,73
"Dus3l",406,427,365,615
"Dus4l",33,25,27,51
"Dusp1",437,307,263,293
"Dusp10",250,265,331,375
"Dusp11",605,720,759,950
"Dusp12",53,61,75,87
"Dusp13",13,3,2,8
"Dusp14",65,66,65,70
"Dusp15",180,214,212,211
"Dusp16",677,621,501,694
"Dusp18",109,115,119,85
"Dusp19",177,197,181,177
"Dusp2",5,4,4,6
"Dusp22",123,151,124,138
"Dusp23",20,25,20,24
"Dusp26",678,646,463,503
"Dusp27",10,19,9,1
"Dusp28",158,158,134,187
"Dusp3",1084,1089,973,1051
"Dusp4",96,81,75,63
"Dusp5",607,504,443,712
"Dusp6",170,304,268,209
"Dusp7",227,247,211,244
"Dusp8",969,761,752,840
"Dusp9",2,4,1,1
"Dut",195,187,181,226
"Duxbl1",0,0,1,0
"Dvl1",926,911,748,1146
"Dvl2",187,157,147,200
"Dvl3",578,493,481,594
"DXBay18",0,0,1,0
"Dxo",106,107,81,138
"Dydc1",1,2,2,0
"Dydc2",2,3,1,0
"Dym",167,193,175,280
"Dync1h1",7396,7240,6408,7193
"Dync1i1",349,361,340,432
"Dync1i2",461,483,479,633
"Dync1li1",423,404,355,467
"Dync1li2",3841,3880,3361,3695
"Dync2h1",371,394,353,428
"Dync2li1",25,17,8,21
"Dynll1",573,578,420,626
"Dynll2",9646,9181,7838,8080
"Dynlrb1",117,81,81,142
"Dynlrb2",1,1,2,2
"Dynlt1a",57,44,33,66
"Dynlt1b",6,5,3,12
"Dynlt1c",11,8,11,11
"Dynlt1f",9,12,8,10
"Dynlt3",1334,1550,1535,1617
"Dyrk1a",1206,1222,1128,1371
"Dyrk1b",164,164,133,193
"Dyrk2",284,306,286,263
"Dyrk3",40,51,47,56
"Dyrk4",0,1,1,0
"Dysf",16,15,9,2
"Dytn",0,1,1,0
"Dzank1",1769,2165,1638,1635
"Dzip1",290,276,300,335
"Dzip1l",129,112,120,185
"Dzip3",685,880,799,933
"E030018B13Rik",38,25,25,34
"E030025P04Rik",1,0,0,0
"E030030I06Rik",0,0,1,1
"E130114P18Rik",55,70,73,69
"E130218I03Rik",3,3,3,0
"E130308A19Rik",488,478,460,508
"E130309D02Rik",88,78,80,107
"E130311K13Rik",34,40,47,35
"E230025N22Rik",4,5,3,3
"E2f1",26,20,15,11
"E2f2",14,5,7,6
"E2f3",178,174,137,160
"E2f4",210,191,158,270
"E2f5",108,121,116,163
"E2f6",390,346,334,422
"E2f7",13,8,10,13
"E2f8",0,1,0,2
"E330009J07Rik",2490,2299,2086,2749
"E330034G19Rik",1,0,0,0
"E430018J23Rik",86,68,75,94
"E4f1",273,267,224,348
"Eaf1",337,269,261,304
"Eaf2",13,12,17,19
"Eapp",400,363,332,414
"Ear2",0,0,0,0
"Ear6",0,0,0,1
