"Gene_ID","ubiquity_score_25","ubiquity_score_30","ubiquity_score_50","ubiquity_score_75","ubiquity_score_90"
93692,1,1,0.828282828282828,0.121212121212121,0.0101010101010101
69367,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00325159192521339,0.000406448990651673
70503,0.98989898989899,0.878787878787879,0.282828282828283,0.0101010101010101,0
13177,1,1,0.606060606060606,0.101010101010101,0.0101010101010101
23986,0.00670640834575261,0.00670640834575261,0.00582576886600732,0.000880639479745292,0
13178,0.98989898989899,0.98989898989899,0.93939393939394,0,0
13190,0.0707070707070707,0.0202020202020202,0.0101010101010101,0,0
20249,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00616447635821704,0.00508061238314592
56473,0.98989898989899,0.95959595959596,0.94949494949495,0.828282828282828,0.494949494949495
76267,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00623221785665899
13350,1,1,0.626262626262626,0.0101010101010101,0
67800,0.00670640834575261,0.00670640834575261,0.00569028586912342,0.00331933342365533,0.000203224495325837
27369,1,1,0.252525252525253,0.0808080808080808,0.0101010101010101
20527,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00623221785665899,0.003725782414307
20525,1,1,0.98989898989899,0.818181818181818,0.222222222222222
20528,0.333333333333333,0.141414141414141,0,0,0
74754,0.00670640834575261,0.00657092534886872,0.00575802736756537,0.00474190489093619,0.00243869394391004
13122,0.0101010101010101,0,0,0,0
13360,1,1,0.777777777777778,0.131313131313131,0
13244,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00575802736756537,0.00216772795014226
70059,0.828282828282828,0.454545454545455,0.141414141414141,0.0505050505050505,0
20860,0,0,0,0,0
56749,0.00670640834575261,0.00670640834575261,0.003725782414307,6.77414984419455e-05,0
64705,0.000338707492209728,6.77414984419455e-05,0,0,0
22240,0.00670640834575261,0.00670640834575261,0.00657092534886872,0.00338707492209728,0.00060967348597751
12934,1,1,1,0.919191919191919,0.696969696969697
57274,0.242424242424242,0.0909090909090909,0,0,0
110196,0.717171717171717,0.686868686868687,0.636363636363636,0.424242424242424,0.0808080808080808
74129,0.00060967348597751,0.000338707492209728,0,0,0
67283,1,1,0.94949494949495,0.171717171717172,0.0101010101010101
380959,0.00636770085354288,0.00623221785665899,0.00541931987535564,0.00196450345481642,0.000270965993767782
68563,0.919191919191919,0.858585858585859,0.434343434343434,0.0606060606060606,0
13481,0.00670640834575261,0.00670640834575261,0.00548706137379759,0.00135482996883891,0.000677414984419455
13480,1,0.888888888888889,0.363636363636364,0.161616161616162,0.0606060606060606
59012,0.00596125186289121,0.00453868039561035,0.000474190489093619,0,0
13166,0.0404040404040404,0.0202020202020202,0,0,0
22173,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0
20538,0.0404040404040404,0.0303030303030303,0.0101010101010101,0,0
13162,0,0,0,0,0
20519,0.00284514293456171,0.00155805446416475,0,0,0
12183,1,1,1,0.838383838383838,0.121212121212121
18648,0.00670640834575261,0.00670640834575261,0.00636770085354288,0.00623221785665899,0.00508061238314592
56012,0.767676767676768,0.505050505050505,0.0303030303030303,0,0
192156,0.00670640834575261,0.00657092534886872,0.00413223140495868,0.000338707492209728,0
232449,0.00440319739872646,0.00176127895949058,0,0,0
99586,0.96969696969697,0.757575757575758,0.0808080808080808,0,0
21877,0.00101612247662918,0.000338707492209728,0,0,0
57813,1,1,0.95959595959596,0.101010101010101,0
