Gene,GSM4751074,GSM4751075,GSM4751076,GSM4751077,GSM4751078,GSM4751079,GSM4751080,GSM4751081,GSM4751082,GSM4751083,GSM4751084,GSM4751085,GSM4751086,GSM4751087,GSM4751088,GSM4751089,GSM4751090,GSM4751091,GSM4751092,GSM4751093,GSM4913330,GSM4913331,GSM4913332,GSM4913333,GSM4913334,GSM4913335,GSM4913336,GSM4913337,GSM4913338,GSM4913339,GSM4913340,GSM4913341,GSM4913342,GSM4913343,GSM4913344,GSM4960153,GSM4960154,GSM4960155,GSM6435238,GSM6435239,GSM6435240,GSM6435241,GSM6506766,GSM6506768,GSM6506769,GSM6614483,GSM6614484,GSM6614485,GSM6753921,GSM6753922,GSM6753923,GSM6845651,GSM6845652,GSM6845653,GSM6845654,GSM6964918,GSM6964919,GSM6964920,GSM7012039,GSM7012040,GSM7083658,GSM7083659,GSM7083660,GSM7102172,GSM7102173,GSM7102174,GSM7300216,GSM7300217,GSM7300218,GSM7300219,GSM7329492,GSM7329493,GSM7329494,GSM7329495,GSM7329500,GSM7329501,GSM7329502,GSM7329506,GSM7329507,GSM7329508,GSM7427996,GSM7427997,GSM7427998,GSM7427999,GSM7428004,GSM7428005,GSM7428006,GSM7428007,GSM7509810,GSM7509811,GSM7509812,GSM7994873,GSM7994882
1190005I06Rik,-2.260799466,-2.179209878,-1.199808192,-2.247847195,-1.509084991,-1.612697521,-1.709391492,-1.0560293,-2.15247836,-1.347703457,-2.176054948,-1.237394303,-1.882889483,-1.898932819,-1.583895526,-1.798883515,-2.002974641,-2.204119914,-2.133892054,-1.500887622,4.317070301,4.743369028,3.703892442,4.876142878,3.292520381,3.7417209,3.69005962,4.45147686,3.321576722,3.078513348,4.356616871,5.064986195,4.226966676,3.611540368,5.061753083,3.129000553,2.61372221,3.057326612,-1.370656538,0.01180881,0.34119755,-0.336103225,-1.159020374,0.114146063,-2.802069124,3.629872719,1.309453904,3.257552715,4.063393532,3.718126137,4.10704447,1.651511566,1.419415214,1.45408342,1.226865474,-0.804572648,-0.297341445,-0.672144254,-1.539234897,-0.906904182,3.226609178,2.691873786,3.254803076,1.987292586,1.500048299,1.389590962,2.677995771,2.364203848,2.775231179,2.563282555,-1.452092731,-2.327157247,-1.907289681,-2.318117586,-2.802069124,-1.011036562,-1.863168546,-2.304942207,-2.802069124,-2.446409557,-0.327701442,0.092595095,0.753913054,0.360357187,0.426000414,-0.017632332,0.236097376,0.358367574,2.877557914,2.503741875,3.058906524,3.018336517,2.944920842
1500009L16Rik,3.931163063,3.803431908,4.020872069,4.189197224,4.225781314,4.206889205,4.309997752,4.270575148,4.292171916,4.26237741,4.333659678,4.464831412,4.11228106,4.086274197,4.426261346,4.371669044,4.082626924,4.227767856,4.415694936,4.247721638,6.866497976,7.252050356,6.466409997,7.379824631,5.825254505,6.733822727,7.183824053,6.259349906,6.38162567,5.418815514,5.948025082,6.146776177,5.099196885,5.423188986,6.051109375,3.54032545,3.640600626,3.148882076,3.738144754,3.395258815,3.468007254,3.49859342,4.830619554,5.109047114,4.896388478,4.237315438,4.311936538,4.010374417,4.74883495,4.655660261,4.814637092,1.25825664,1.894180379,1.954482265,1.892906794,4.08570267,3.93170233,4.459206569,3.676563349,3.40251188,4.467477019,4.848305463,4.333462795,3.82018676,3.548579576,3.998333914,4.581624324,4.466458493,4.697091002,4.433374457,2.835888992,2.614506017,3.230239398,2.619145951,3.119539984,2.969859284,3.387552665,2.650315459,3.024216254,3.0567168,3.581392978,3.639303161,3.581699257,3.971802804,3.476896874,3.660842994,3.686775924,3.658917025,3.312330157,4.201155095,3.785908804,4.990486106,4.273674265
1600012H06Rik,4.177435897,4.062658799,4.150380757,4.251563404,4.246251016,3.967134779,3.983286088,3.865384761,4.156923415,3.869520144,4.037748479,4.045047554,4.195114823,4.148491645,4.165149903,4.018019818,4.011643296,3.887217983,3.911760902,4.08947419,4.888184315,5.750721551,5.578647162,5.489093533,5.138544986,6.176411559,6.374766271,6.179923921,6.065746712,5.658380833,5.802605119,4.138572766,5.583197548,5.711394093,4.335549813,4.323768046,4.486025467,4.383243988,4.462275896,4.594503691,4.80307065,4.562536684,3.917906414,3.636834709,3.899429836,4.395102027,4.543580448,4.195312835,5.141432612,5.09634227,4.977197129,4.816444576,4.759967044,4.96812283,5.212715808,4.812711984,4.546688889,4.654907151,3.97237789,4.046241966,6.348790606,6.079796275,6.566358175,4.210714094,4.488111386,4.265155577,4.464817574,4.391493798,4.379467438,4.374577205,5.166032036,5.25790434,5.267675614,5.233891949,5.230695423,5.359982186,5.363465157,5.261796179,4.884899608,5.222745675,4.225013266,4.120568025,4.168846571,4.312639566,4.221144778,4.246528361,4.21880261,4.22996365,4.55357456,4.45136908,4.425992912,6.306779016,6.307155436
1600014C10Rik,5.4239486,5.428613835,5.564066918,5.606771772,5.581451487,5.574716858,5.547028303,5.601186365,5.559299626,5.556308516,5.479729439,5.723705675,5.397256231,5.542126079,5.503230027,5.655488043,5.650312509,5.641574532,5.706350997,5.610369586,3.978282858,4.656564218,5.19305263,4.774068495,5.201901061,4.570998297,5.100497587,5.170620455,5.298308268,5.107457373,5.184746499,4.087717162,4.71579553,5.109832264,5.181752025,5.233023716,5.498194587,5.349620382,4.804479985,5.059174827,4.899744244,5.101606521,5.174886519,5.196478138,5.310612637,5.176082504,5.314056565,5.343478235,6.475902635,6.396592664,6.313802962,5.700800787,5.500217945,5.525691958,5.647591536,4.968380371,4.994822111,5.132155046,3.546320061,3.4801848,4.661842098,4.966789234,4.712945309,5.447914817,5.293301275,5.482283338,1.244520388,0.713465695,0.333674264,0.455941797,5.090454873,4.862795255,4.884075297,5.278119489,5.11380526,5.129316908,5.062227789,5.141585019,5.203496534,5.162662701,4.849432458,4.854540159,5.074389214,4.904235835,4.860022371,4.923599047,5.056605897,4.89466255,5.056314538,5.168435604,4.905855143,4.467620818,4.760397502
1700001K19Rik,0.954895243,1.607128567,1.309755181,1.430461703,1.383554253,1.516385213,1.47638354,1.726012982,1.60322021,1.846107876,1.867427705,1.580654264,1.682388227,1.829237367,2.166964256,2.312635456,2.061885621,2.375015498,2.369830114,2.090341364,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.949190914,-1.409761182,-0.562318932,-2.442152642,-1.502076085,-0.921859036,-2.802069124,0.259552687,-2.802069124,-2.398482069,0.098123533,0.277763262,0.250271843,0.71652045,2.117990229,2.396674513,1.678791844,2.03599013,-2.802069124,-1.727211789,-2.802069124,-0.523665762,0.34219832,0.027123013,1.121337851,0.93717855,0.770816503,2.014747944,2.157572055,2.177879166,2.044674588,1.407221805,1.532015004,1.653229855,-2.802069124,-2.802069124,-1.006095403,-0.129913389,-1.761082608,0.945264852,0.697911174,1.07020839,2.728898773,2.521746705,2.722866492,2.515568492,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,0.719188243,0.992182131,0.128170767,0.483137216,1.382274613,0.996187651,1.073966904,0.95835497,1.224294253,0.438328889,1.194331878,-0.149798375,0.452946558
1700001O22Rik,1.768553681,2.150534113,2.047324572,2.049350204,2.300501059,1.860714233,1.940411996,2.471067963,2.58846329,2.535933407,2.422927629,2.731376431,2.678872738,2.300373647,2.086183732,2.09889937,2.27718312,2.235354278,1.850510109,2.076045047,3.156217679,3.702787518,2.76938115,3.853899839,2.019793575,0.827273418,-0.281380856,-1.708910302,0.486830041,0.143391868,0.747975467,2.983254152,3.00781544,2.153044949,2.203064375,1.811684108,1.00814795,1.299423197,3.277126284,2.535577006,2.288871336,2.798205256,3.003172572,3.221057431,3.397754402,2.62285535,2.342847029,2.676567434,3.689833117,3.421069638,3.374115416,0.425114878,1.055993642,0.159690644,0.463941624,2.422019353,2.746957281,2.399393673,1.035554939,0.029646265,2.01542491,2.298808237,2.276312698,1.683309198,2.106782049,1.389590962,-0.779108907,-0.44852609,-0.720453384,-0.632479694,0.04518985,0.269493314,0.393844308,0.29769954,0.309460016,0.636556344,0.60789212,0.120585448,0.977260059,0.470951891,2.666962061,3.035808951,3.058842853,2.917572237,3.116126222,2.765897735,2.813038261,2.876217831,2.204066682,1.97445408,2.696194529,2.043643663,2.392160733
1700001P01Rik,-0.109857999,-0.465948367,-0.222563718,-0.555049431,-0.560395099,-1.459149964,-0.26254957,-1.334385851,-1.525984708,-0.949854231,-0.622106002,-1.107038348,-0.414585671,-2.142067212,-1.706470634,-1.338584314,-1.354920096,-1.782632638,-2.802069124,-1.892423732,-2.344711621,-2.802069124,-2.431588742,-2.802069124,-1.690384564,-2.396080521,-0.911526144,-0.12768069,-1.502076085,-1.575164018,0.060095039,0.387391221,-1.547402413,-0.836696757,-2.802069124,-1.719179711,-1.177056645,-1.837893502,-1.159883573,-1.543890496,-1.347282143,-1.564817375,-0.218288849,0.692438328,1.00525264,-2.802069124,-2.121131689,-1.377349263,0.525295328,1.513195543,-0.216012513,-0.753608399,-0.760975369,-0.066775003,-0.268806796,-2.255634915,-1.4035011,-1.316107399,-0.241639178,-0.664711103,-2.802069124,-2.802069124,-0.415110126,-0.604235906,-1.942713391,-1.346925407,1.036370871,1.784115928,1.335031985,1.990073323,-0.636823157,-0.903344837,-0.28446817,-0.270293626,-0.458304008,-0.81921247,-1.082812555,-1.642310782,-1.358271749,-0.877701491,-0.45114394,-0.725388873,0.074976022,-0.412011645,-0.852173206,0.281205859,-0.485809212,-0.687669422,-2.802069124,-2.190274219,-1.56327473,-0.936831285,-1.524402725
1700003E16Rik,4.877081532,5.26252549,5.112436418,4.461817296,5.109149651,5.063904395,5.058105001,5.015218958,4.811077038,5.074929541,5.041709617,4.953567394,4.746577836,4.516728266,4.911022813,4.630522909,4.662507019,4.759900333,4.821141167,4.847053088,6.157552684,6.4989582,5.78384449,4.481965955,5.68525462,5.437633465,3.849122075,4.615875866,5.589653153,4.70562126,4.926704621,6.547461831,6.435417516,6.200603355,6.139130115,3.952572214,3.764748691,3.593816016,5.14924325,5.204207437,5.274796429,5.206727213,5.844956517,5.840358233,5.84129323,5.001210268,4.557777284,5.165585423,6.458743326,6.332060139,6.62536776,3.143767484,3.109524468,2.371277145,2.628930959,4.946923692,4.841348475,5.130826526,4.616285651,4.438821279,4.159379214,3.387934032,3.892678991,4.737345697,4.542125062,4.874945579,5.333847449,5.273916737,5.303376868,5.459763921,0.855353269,0.200993317,1.080496633,1.362973467,1.581410743,0.931624085,1.401466306,1.785199851,2.032123977,1.761406647,5.218206269,5.557809703,5.601969416,5.55729647,5.651461581,5.599112762,5.640011139,5.592699747,3.863415179,4.369169329,4.011981483,4.039162285,4.146344669
1700003F12Rik,1.200033683,1.256056755,1.017813387,0.755299235,1.263726235,0.586940148,0.051891061,1.529150119,0.724172279,1.179150046,0.893089273,0.385724354,1.250450631,1.097303096,1.032358959,1.061838059,0.672165931,1.519992395,1.571832254,1.081989308,2.869940324,2.273723018,1.137757163,2.675677134,2.597605401,0.971385608,0.632970606,0.918660128,0.649930981,0.574291175,1.633707042,3.579687542,2.381658139,3.852466136,4.159648101,-0.002126084,-0.432212764,-0.401731271,1.526512472,0.493006302,1.055314421,-0.117259218,0.66620317,0.412097398,0.960963445,-1.304149775,-1.031145157,-0.204211194,0.975310424,0.207223181,0.868316057,0.577819521,0.948783573,0.820614658,0.143596414,-1.078572806,0.068161382,-1.10105337,-2.802069124,-0.906904182,-1.640988398,0.460678823,-0.741017893,0.33813551,0.680501605,-0.066335567,0.975466381,1.078110943,1.777895853,1.262907109,-1.452092731,-1.970462092,-1.907289681,-1.804651871,-2.802069124,-2.22470075,-1.082812555,-1.935912845,-2.802069124,-1.719174631,1.375022469,1.524364658,1.502689069,1.721759171,1.709297664,1.631816844,0.998704577,1.674402998,-1.736838202,-1.432196325,-1.56327473,-1.586924871,-1.524402725
1700008O03Rik,3.527800563,3.061670019,3.647902406,3.968693482,3.771916417,3.872648232,3.772287582,3.743418049,3.917123869,3.667135422,3.832182255,4.166021691,4.130811712,4.305409453,4.222970194,4.3514552,4.187162331,3.645488073,3.907707192,3.676113683,2.428918267,3.306402911,1.191781322,3.403783339,1.761032623,2.49620768,2.938389156,0.887315845,1.823720743,1.522535222,1.211843556,2.479848581,2.159003783,1.523085042,3.559345509,1.084680936,0.953533135,1.084359264,0.443659778,0.559639106,1.011322811,0.709832083,-0.277544485,1.00867197,-0.22948654,1.939053649,1.802180377,2.287968723,1.201427072,0.644049549,0.918185903,1.345951157,0.707024637,1.063995487,1.139635941,0.869453358,-0.07730832,-0.025254585,1.829869751,2.015372511,7.147411552,7.050023917,6.86550914,1.286869635,1.418385089,1.126302744,1.22970549,0.985264842,1.098447518,1.383074707,0.561729545,0.269493314,0.583718295,0.543765692,0.614920608,-0.120985423,-0.320425621,0.120585448,0.977260059,0.701801912,0.536280171,0.739609943,0.684579499,0.178485704,0.555651732,0.653047541,0.401063556,0.874133276,-0.109971408,0.267328808,0.768405782,8.238475715,8.269354408
1700010I14Rik,1.409505979,1.055723068,1.171156336,1.017041282,1.553795994,1.497746596,1.389619706,1.486335729,1.372792215,1.305900241,1.83629409,1.156397435,1.108075891,1.125075983,1.708438959,1.470751698,1.224156594,1.661036931,1.763464516,1.343045014,-2.802069124,2.885652021,2.288974972,1.83298179,2.547137094,2.472177617,1.633997699,1.95646578,0.79645149,1.753919247,2.409665421,-0.408448131,2.980829182,1.297195613,3.394264575,0.212715314,-0.585525922,-0.162786894,-0.812953125,-0.30642876,0.34119755,-0.019145358,0.406057053,0.882986123,1.078322569,0.102237896,0.309011336,0.67142454,1.667858833,1.199199665,1.557529839,0.425114878,0.569032859,0.355383111,0.31264225,0.789049679,0.863386763,0.987910266,1.829869751,2.049747934,0.271321487,1.102116558,0.731038401,1.535704787,0.96564215,1.378085172,1.145954573,1.493686901,1.58433556,1.49106995,0.192665893,-0.509778201,0.251783828,-0.040943028,-0.194366861,-0.81921247,0.407945743,0.0401052,0.353947868,0.293585598,-0.388102817,-1.111387698,-0.440586503,-0.340830323,-0.254652236,-0.221061504,-0.284360558,0.135312211,0.115368114,0.267328808,-0.664555497,1.027415103,0.219823589
1700011L22Rik,-2.802069124,-2.802069124,-2.507824145,-2.802069124,-2.802069124,-2.205407235,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.446229955,-2.511927953,-2.434650686,-2.551710384,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.137667497,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.240890429,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.732140828,-2.802069124,-1.791598584,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.036675677,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.942713391,-2.802069124,-2.802069124,-1.93642163,-1.674197695,-2.324143386,-2.802069124,-2.802069124,-2.802069124,-2.53989512,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.168066736,-2.188327394,-2.802069124,-2.802069124,-1.997747959,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124
1700012B09Rik,1.6079153,1.948342125,2.047324572,1.793949835,2.182721167,1.78587246,1.909561394,1.780189517,1.767721237,1.862700761,2.068362558,1.156397435,1.362214669,1.281342525,2.067601259,2.086722847,1.157098567,2.539361278,2.194584032,2.778612958,0.617286427,-2.802069124,-0.087739795,2.2051816,-2.802069124,1.665521802,3.844255573,4.177972268,3.55566132,2.572533201,3.277520835,-2.802069124,0.52126941,1.977663697,-2.802069124,1.155619469,-0.293638255,-0.8561449,-1.915672451,-2.252174681,-0.504111247,-0.336103225,-0.334678461,-0.301865952,-1.054432023,1.28655987,-0.474034765,0.875142051,-2.802069124,-1.66423928,-2.802069124,-1.769581786,-1.180521463,-0.066775003,-1.258317481,-0.804572648,-1.280933529,-0.530880595,1.407059614,1.421175207,1.065702542,0.752227174,1.080500018,-0.280729246,0.891920655,0.498691133,0.01177589,0.861799672,0.554897104,0.763481523,-0.304523529,-1.241761793,-1.147489674,-0.543126205,-1.198886229,-2.802069124,-0.002788241,0.403948886,0.111991421,-1.719174631,-0.108596886,-0.812643595,-2.168066736,-0.208209444,-0.555802966,-0.907420735,-0.223011464,-1.077221335,-1.130771417,-2.802069124,-2.802069124,-1.586924871,-0.857611726
1700016C15Rik,-2.506197628,-2.179209878,-2.263544735,-2.49850666,-2.530414022,-2.205407235,-2.154664826,-1.889122704,-2.15247836,-1.898891819,-2.455370119,-2.161023053,-1.882889483,-2.142067212,-1.583895526,-2.214982103,-2.223527318,-1.456848472,-1.496005506,-1.500887622,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.277553724,-2.195543807,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.485325345,-1.771927891,-1.837893502,-1.370656538,-1.543890496,-2.280726651,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.311076706,-2.802069124,-1.92055185,-0.367533069,0.085668847,-0.461165518,-0.753608399,-0.760975369,-0.666085041,-1.258317481,-2.503134316,-1.685135181,-2.802069124,-2.036675677,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.359795754,0.744889273,-0.614272552,0.062629436,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.22470075,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.050532134,-1.809110152,-2.802069124,-2.188327394,-2.514872675,-2.802069124,-2.802069124,-2.473047292,-2.173293297,-2.802069124,-2.802069124,-2.802069124,-1.524402725
1700017B05Rik,4.200668488,4.092426314,4.349461701,4.236222786,4.172110938,3.92241296,4.037798149,4.314070733,4.233968191,4.311552988,4.013598421,4.259619577,4.356773498,4.284010791,3.767686527,4.011593297,4.124184296,3.981023997,4.061578345,3.883250269,3.076136744,-2.802069124,3.235864161,1.35598529,3.370056684,3.571215941,2.794436138,3.585752937,3.141342753,4.567422408,2.79170848,1.020766309,-2.802069124,3.852466136,3.594368389,3.287438718,3.187375332,2.711881861,3.905614507,4.062496726,3.982668343,3.823483264,3.062343429,3.284920305,3.234435796,4.489589174,4.700573028,4.255846347,3.416527206,3.34497092,3.264366947,4.238971102,4.25204832,4.294010684,3.836715976,4.620876067,4.489714482,4.488545904,4.685429642,4.532955424,3.199028039,3.277633861,3.343686907,3.838831211,3.677032511,4.046373422,3.882007224,3.848706673,3.94857508,3.925035002,3.156510084,3.073104737,2.91381153,3.521948765,3.312241779,3.117917352,2.982092958,3.251315958,2.924622069,3.36807409,3.910870453,3.734712381,3.822616351,3.925635123,3.849851229,4.013984952,4.112741704,3.791108313,3.783613286,3.920062604,3.658031043,3.765300428,2.783114075
1700017N19Rik,-1.193904753,-1.142283178,-0.666650492,0.023491531,-0.327445379,-0.869563971,-1.369621461,-1.334385851,-0.660525524,-1.50911051,-1.40706885,-1.380709298,-0.84012026,-0.838438314,-1.470924086,-1.338584314,-1.008507995,-0.602021674,-0.933861545,-2.431501692,-2.802069124,-2.802069124,0.035560868,-2.802069124,-2.802069124,-2.802069124,-1.790999133,-1.914501114,-2.431954639,-2.459367995,-1.596383085,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.998415383,-2.196942662,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.764412947,-1.832172033,-0.991783697,-1.118616687,-1.173950734,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.640988398,0.289348452,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.272500526,-1.936423257,-2.427623948,-1.965757493,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.22470075,-2.802069124,-2.802069124,-2.375458785,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.190274219,-2.802069124,-2.802069124,-2.802069124
1700019A02Rik,-1.559766627,-2.802069124,-2.263544735,-0.628038693,-2.104672591,-1.459149964,-2.802069124,-1.188504627,-1.912140282,-1.690877323,-1.942144876,-1.539847238,-1.015322588,-1.202610157,-1.583895526,-1.097220434,-1.114996802,-1.191249066,-1.888579764,-1.193246345,-2.802069124,-2.802069124,-2.137070785,-1.618178057,-1.690384564,-2.802069124,-2.381486011,-2.802069124,-1.893359058,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.398482069,-2.802069124,-2.344991703,-2.802069124,-2.802069124,-0.533488005,-0.565782057,-0.785205058,-2.263534218,-0.042466157,-0.412857852,-0.964055525,-2.802069124,-2.121131689,-1.764412947,-1.508331591,-0.982082656,0.142508149,1.25825664,1.155784816,0.681566765,0.463941624,-1.078572806,-1.537456665,-1.10105337,-0.632411033,-0.906904182,-2.802069124,-2.802069124,-2.802069124,-1.878368899,-2.802069124,-2.802069124,-0.764868815,-1.190713492,-1.674195739,0.062630214,1.275008513,-0.026491796,0.094191503,0.330852722,0.544402525,1.305629133,0.939980351,0.466874232,-0.026128862,0.245614325,-0.992045556,-1.004783365,-1.250417779,-1.584492813,-0.852173206,-0.907420735,-1.106533266,-0.969537994,-2.173293297,-2.802069124,-2.802069124,-0.936831285,-2.802069124
1700019D03Rik,2.977911253,2.445281232,3.084102204,3.399532536,3.045010901,2.911556917,2.658752338,2.811762871,3.263414549,2.939421416,2.994974515,2.704996977,2.929272221,2.993073455,2.458410626,2.735539227,3.011814132,2.743502452,2.992045267,2.30168784,5.096482006,4.697723864,3.962725871,5.828157511,3.878615271,5.10405462,5.639180589,4.145221725,4.906864634,3.650881381,4.152934409,5.179804052,6.109733813,4.950526855,5.405303722,4.03484547,3.950518613,3.726049665,4.359140215,4.183638435,4.049446633,4.110330858,3.449810651,3.56371823,3.639714385,4.143158278,3.960376726,4.459635073,4.273577509,4.272002536,4.116332704,4.016495516,4.072171764,4.19522802,4.306031371,3.821738622,3.809416615,3.799782182,1.657034915,1.830018385,2.248540076,2.621364784,2.183039219,3.694793032,4.053498818,3.703343069,3.239974386,3.297346088,3.236208697,3.227884406,4.704575949,4.568702508,4.809968165,4.765677621,4.771926019,4.940005241,4.971421927,4.686153442,4.853239266,4.680188654,4.371109223,4.244616477,4.389141188,4.304336613,4.278616917,4.407534857,4.232555248,4.369800374,0.838470857,1.272160369,0.997030318,1.027415103,0.452946558
1700019N19Rik,-2.051137679,-1.946170174,-2.802069124,-2.247847195,-2.530414022,-2.802069124,-2.442352601,-2.802069124,-2.802069124,-1.690877323,-2.802069124,-1.922999204,-2.27048071,-2.142067212,-1.988124668,-2.802069124,-2.802069124,-2.204119914,-2.802069124,-2.431501692,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.948896452,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.998415383,-2.802069124,-1.837893502,-2.802069124,-1.543890496,-1.898583133,-2.263534218,-2.802069124,-1.024085741,-1.645030396,-0.716885668,-0.259699859,-1.92055185,-0.127647758,-0.506073113,-0.440132392,-2.802069124,-1.774543644,-2.802069124,-1.832866381,-2.044442243,-2.248667131,-2.802069124,-2.802069124,-1.563390773,-2.802069124,-2.802069124,-2.802069124,-2.205079793,-1.74158086,-2.141585027,-1.885978541,-1.642935442,-2.130611023,-1.234670217,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.482953318,-2.168066736,-2.462804692,-2.070190792,-2.262982552,-2.21946566,-2.802069124,-1.736838202,-2.802069124,-2.802069124,-2.802069124,-2.802069124
1700020A23Rik,-1.868114844,-1.024004212,-2.263544735,-1.166224556,-1.391980066,-1.784555429,-1.369621461,-1.679606669,-1.706180952,-1.070677057,-1.942144876,-2.161023053,-0.683909161,-0.306200608,-0.860007761,-0.475047427,-0.729378756,-0.0142229,-0.530370101,-1.193246345,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,0.897332306,-2.802069124,-2.802069124,-2.802069124,-1.719179711,-1.771927891,-1.837893502,-1.617579339,-1.070932428,-2.280726651,-1.096098475,-2.802069124,-2.802069124,-2.802069124,-1.41159664,-2.802069124,-2.802069124,-0.322113754,-0.141727505,-0.07211323,-0.163360497,-1.180521463,-2.802069124,-0.848515107,-1.696941708,-2.035420279,-2.509134526,-2.802069124,-2.802069124,-2.802069124,-2.802069124,0.439934761,-0.96906408,-0.857286445,-1.201730289,0.619174934,0.676044254,0.966804138,0.873622019,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.867403674,-2.802069124,-2.168066736,-1.428744748,-0.772180495,-2.053970019,-2.21946566,-2.473047292,-1.130771417,-2.190274219,-2.053602598,-2.802069124,-2.802069124
1700020L24Rik,-0.270961453,0.249124652,-0.019174211,-0.704918348,-0.327445379,-0.128910221,0.35640763,0.405867235,-0.060660067,-0.164903755,0.159774897,0.429346735,0.139562633,-0.164977707,-0.542026245,0.203501083,-0.01128265,-0.310967307,0.042953194,0.035891441,-2.802069124,-2.802069124,-1.892603465,-2.802069124,-1.690384564,-0.714617995,0.155728239,0.488340485,-2.137667497,-0.327454676,1.302285847,-2.802069124,-0.25328219,-1.605983959,1.735496191,-1.107612965,-0.293638255,-1.046168456,0.836638442,0.42314632,0.476778631,-0.019145358,-0.045876448,-1.492055663,-1.48128187,0.537318369,-1.118748088,0.802077152,-0.723935993,-0.555492992,-0.490126735,0.25431246,0.052155691,-1.095614198,-0.848515107,-0.147765967,-0.788062289,0.234285328,-2.802069124,-2.802069124,-0.230393451,0.752227174,1.180411475,0.15980934,0.732112446,-0.420939832,0.399193696,0.71963398,0.281049091,0.582242737,-1.689829621,-1.970462092,-1.359178044,-1.319963821,-1.198886229,-0.649926336,-1.863168546,-1.189952567,-1.358271749,-1.540326396,0.747539205,-0.059198128,0.573900661,0.443360351,0.356526389,-0.017632332,-0.34843477,0.316430431,1.175102212,0.267328808,0.593005508,-0.936831285,-1.524402725
